Facility,day1,count
MOFF Library,2017-10-13T00:00:00Z,5004
MOFF Library,2017-10-14T00:00:00Z,3626
MOFF Library,2017-10-15T00:00:00Z,5363
MOFF Library,2017-10-16T00:00:00Z,8735
MOFF Library,2017-10-17T00:00:00Z,8742
MOFF Library,2017-10-18T00:00:00Z,8837
MOFF Library,2017-10-19T00:00:00Z,7280
MOFF Library,2017-10-20T00:00:00Z,5066
MOFF Library,2017-10-21T00:00:00Z,3499
MOFF Library,2017-10-22T00:00:00Z,5287
MOFF Library,2017-10-23T00:00:00Z,8696
MOFF Library,2017-10-24T00:00:00Z,8976
MOFF Library,2017-10-25T00:00:00Z,9415
MOFF Library,2017-10-26T00:00:00Z,8131
MOFF Library,2017-10-27T00:00:00Z,5138
MOFF Library,2017-10-28T00:00:00Z,3582
MOFF Library,2017-10-29T00:00:00Z,5826
MOFF Library,2017-10-30T00:00:00Z,9354
MOFF Library,2017-10-31T00:00:00Z,8429
MOFF Library,2017-11-01T00:00:00Z,8702
MOFF Library,2017-11-02T00:00:00Z,7466
MOFF Library,2017-11-03T00:00:00Z,5252
MOFF Library,2017-11-04T00:00:00Z,3175
MOFF Library,2017-11-05T00:00:00Z,5444
MOFF Library,2017-11-06T00:00:00Z,8344
MOFF Library,2017-11-07T00:00:00Z,8074
MOFF Library,2017-11-08T00:00:00Z,7862
MOFF Library,2017-11-09T00:00:00Z,5535
MOFF Library,2017-11-10T00:00:00Z,40
MOFF Library,2017-11-11T00:00:00Z,26
MOFF Library,2017-11-12T00:00:00Z,4239
MOFF Library,2017-11-13T00:00:00Z,7793
MOFF Library,2017-11-14T00:00:00Z,8125
MOFF Library,2017-11-15T00:00:00Z,7942
MOFF Library,2017-11-16T00:00:00Z,6532
MOFF Library,2017-11-17T00:00:00Z,4491
MOFF Library,2017-11-18T00:00:00Z,2247
MOFF Library,2017-11-19T00:00:00Z,3895
MOFF Library,2017-11-20T00:00:00Z,5885
MOFF Library,2017-11-21T00:00:00Z,3355
MOFF Library,2017-11-22T00:00:00Z,688
MOFF Library,2017-11-23T00:00:00Z,14
MOFF Library,2017-11-24T00:00:00Z,6
MOFF Library,2017-11-25T00:00:00Z,28
MOFF Library,2017-11-26T00:00:00Z,2436
MOFF Library,2017-11-27T00:00:00Z,8089
MOFF Library,2017-11-28T00:00:00Z,9031
MOFF Library,2017-11-29T00:00:00Z,9140
MOFF Library,2017-11-30T00:00:00Z,7947
MOFF Library,2017-12-01T00:00:00Z,5555
MOFF Library,2017-12-02T00:00:00Z,3212
MOFF Library,2017-12-03T00:00:00Z,4469
MOFF Library,2017-12-04T00:00:00Z,7137
MOFF Library,2017-12-05T00:00:00Z,7558
MOFF Library,2017-12-06T00:00:00Z,8180
MOFF Library,2017-12-07T00:00:00Z,9156
MOFF Library,2017-12-08T00:00:00Z,8386
MOFF Library,2017-12-09T00:00:00Z,8217
MOFF Library,2017-12-10T00:00:00Z,8546
MOFF Library,2017-12-11T00:00:00Z,8534
MOFF Library,2017-12-12T00:00:00Z,7905
MOFF Library,2017-12-13T00:00:00Z,6971
MOFF Library,2017-12-14T00:00:00Z,5632
MOFF Library,2017-12-15T00:00:00Z,3099
MOFF Library,2017-12-16T00:00:00Z,29
MOFF Library,2017-12-17T00:00:00Z,28
MOFF Library,2017-12-18T00:00:00Z,486
MOFF Library,2017-12-19T00:00:00Z,432
MOFF Library,2017-12-20T00:00:00Z,350
MOFF Library,2017-12-21T00:00:00Z,360
MOFF Library,2017-12-22T00:00:00Z,100
MOFF Library,2017-12-23T00:00:00Z,28
MOFF Library,2017-12-24T00:00:00Z,16
MOFF Library,2017-12-25T00:00:00Z,5
MOFF Library,2017-12-26T00:00:00Z,26
MOFF Library,2017-12-27T00:00:00Z,23
MOFF Library,2017-12-28T00:00:00Z,29
MOFF Library,2017-12-29T00:00:00Z,18
MOFF Library,2017-12-30T00:00:00Z,33
MOFF Library,2017-12-31T00:00:00Z,17
MOFF Library,2018-01-01T00:00:00Z,15
MOFF Library,2018-01-02T00:00:00Z,307
MOFF Library,2018-01-03T00:00:00Z,336
MOFF Library,2018-01-04T00:00:00Z,338
MOFF Library,2018-01-05T00:00:00Z,306
MOFF Library,2018-01-06T00:00:00Z,21
MOFF Library,2018-01-07T00:00:00Z,13
MOFF Library,2018-01-08T00:00:00Z,400
MOFF Library,2018-01-09T00:00:00Z,437
MOFF Library,2018-01-10T00:00:00Z,490
MOFF Library,2018-01-11T00:00:00Z,482
MOFF Library,2018-01-12T00:00:00Z,559
MOFF Library,2018-01-13T00:00:00Z,24
MOFF Library,2018-01-14T00:00:00Z,26
MOFF Library,2018-01-15T00:00:00Z,34
MOFF Library,2018-01-16T00:00:00Z,4791
MOFF Library,2018-01-17T00:00:00Z,5616
MOFF Library,2018-01-18T00:00:00Z,5227
MOFF Library,2018-01-19T00:00:00Z,3752
MOFF Library,2018-01-20T00:00:00Z,1901
MOFF Library,2018-01-21T00:00:00Z,2791
MOFF Library,2018-01-22T00:00:00Z,6729
MOFF Library,2018-01-23T00:00:00Z,6493
MOFF Library,2018-01-24T00:00:00Z,6510
MOFF Library,2018-01-25T00:00:00Z,6664
MOFF Library,2018-01-26T00:00:00Z,4344
MOFF Library,2018-01-27T00:00:00Z,2770
MOFF Library,2018-01-28T00:00:00Z,3898
MOFF Library,2018-01-29T00:00:00Z,7222
MOFF Library,2018-01-30T00:00:00Z,7146
MOFF Library,2018-01-31T00:00:00Z,7435
MOFF Library,2018-02-01T00:00:00Z,6818
MOFF Library,2018-02-02T00:00:00Z,4345
MOFF Library,2018-02-03T00:00:00Z,3044
MOFF Library,2018-02-04T00:00:00Z,3904
MOFF Library,2018-02-05T00:00:00Z,7611
MOFF Library,2018-02-06T00:00:00Z,7636
MOFF Library,2018-02-07T00:00:00Z,7877
MOFF Library,2018-02-08T00:00:00Z,7313
MOFF Library,2018-02-09T00:00:00Z,4696
MOFF Library,2018-02-10T00:00:00Z,3887
MOFF Library,2018-02-11T00:00:00Z,5322
MOFF Library,2018-02-12T00:00:00Z,8443
MOFF Library,2018-02-13T00:00:00Z,8254
MOFF Library,2018-02-14T00:00:00Z,7787
MOFF Library,2018-02-15T00:00:00Z,7490
MOFF Library,2018-02-16T00:00:00Z,4225
MOFF Library,2018-02-17T00:00:00Z,2823
MOFF Library,2018-02-18T00:00:00Z,3450
MOFF Library,2018-02-19T00:00:00Z,18
MOFF Library,2018-02-20T00:00:00Z,8254
MOFF Library,2018-02-21T00:00:00Z,8173
MOFF Library,2018-02-22T00:00:00Z,7447
MOFF Library,2018-02-23T00:00:00Z,4882
MOFF Library,2018-02-24T00:00:00Z,3204
MOFF Library,2018-02-25T00:00:00Z,5080
MOFF Library,2018-02-26T00:00:00Z,7541
MOFF Library,2018-02-27T00:00:00Z,7903
MOFF Library,2018-02-28T00:00:00Z,8160
MOFF Library,2018-03-01T00:00:00Z,6736
MOFF Library,2018-03-02T00:00:00Z,4188
MOFF Library,2018-03-03T00:00:00Z,3111
MOFF Library,2018-03-04T00:00:00Z,4543
MOFF Library,2018-03-05T00:00:00Z,7688
MOFF Library,2018-03-06T00:00:00Z,7922
MOFF Library,2018-03-07T00:00:00Z,7939
MOFF Library,2018-03-08T00:00:00Z,6926
MOFF Library,2018-03-09T00:00:00Z,4471
MOFF Library,2018-03-10T00:00:00Z,2670
MOFF Library,2018-03-11T00:00:00Z,4549
MOFF Library,2018-03-12T00:00:00Z,7172
MOFF Library,2018-03-13T00:00:00Z,7785
MOFF Library,2018-03-14T00:00:00Z,8140
MOFF Library,2018-03-15T00:00:00Z,7291
MOFF Library,2018-03-16T00:00:00Z,4845
MOFF Library,2018-03-17T00:00:00Z,4099
MOFF Library,2018-03-18T00:00:00Z,5345
MOFF Library,2018-03-19T00:00:00Z,8432
MOFF Library,2018-03-20T00:00:00Z,8459
MOFF Library,2018-03-21T00:00:00Z,7907
MOFF Library,2018-03-22T00:00:00Z,6490
MOFF Library,2018-03-23T00:00:00Z,2896
MOFF Library,2018-03-24T00:00:00Z,44
MOFF Library,2018-03-25T00:00:00Z,39
MOFF Library,2018-03-26T00:00:00Z,563
MOFF Library,2018-03-27T00:00:00Z,648
MOFF Library,2018-03-28T00:00:00Z,595
MOFF Library,2018-03-29T00:00:00Z,595
MOFF Library,2018-03-30T00:00:00Z,24
MOFF Library,2018-03-31T00:00:00Z,23
MOFF Library,2018-04-01T00:00:00Z,20
MOFF Library,2018-04-02T00:00:00Z,6849
MOFF Library,2018-04-03T00:00:00Z,7461
MOFF Library,2018-04-04T00:00:00Z,7870
MOFF Library,2018-04-05T00:00:00Z,7064
MOFF Library,2018-04-06T00:00:00Z,4082
MOFF Library,2018-04-07T00:00:00Z,3334
MOFF Library,2018-04-08T00:00:00Z,5017
MOFF Library,2018-04-09T00:00:00Z,7598
MOFF Library,2018-04-10T00:00:00Z,7342
MOFF Library,2018-04-11T00:00:00Z,7101
MOFF Library,2018-04-12T00:00:00Z,6631
MOFF Library,2018-04-13T00:00:00Z,4407
MOFF Library,2018-04-14T00:00:00Z,2819
MOFF Library,2018-04-15T00:00:00Z,4074
MOFF Library,2018-04-16T00:00:00Z,7384
MOFF Library,2018-04-17T00:00:00Z,7492
MOFF Library,2018-04-18T00:00:00Z,7959
MOFF Library,2018-04-19T00:00:00Z,7054
MOFF Library,2018-04-20T00:00:00Z,5210
MOFF Library,2018-04-21T00:00:00Z,5006
MOFF Library,2018-04-22T00:00:00Z,4825
MOFF Library,2018-04-23T00:00:00Z,8254
MOFF Library,2018-04-24T00:00:00Z,8487
MOFF Library,2018-04-25T00:00:00Z,8310
MOFF Library,2018-04-26T00:00:00Z,7306
MOFF Library,2018-04-27T00:00:00Z,4832
MOFF Library,2018-04-28T00:00:00Z,2789
MOFF Library,2018-04-29T00:00:00Z,3852
MOFF Library,2018-04-30T00:00:00Z,6322
MOFF Library,2018-05-01T00:00:00Z,6932
MOFF Library,2018-05-02T00:00:00Z,7739
MOFF Library,2018-05-03T00:00:00Z,8583
MOFF Library,2018-05-04T00:00:00Z,7867
MOFF Library,2018-05-05T00:00:00Z,7725
MOFF Library,2018-05-06T00:00:00Z,7977
MOFF Library,2018-05-07T00:00:00Z,8459
MOFF Library,2018-05-08T00:00:00Z,8115
MOFF Library,2018-05-09T00:00:00Z,7306
MOFF Library,2018-05-10T00:00:00Z,6061
MOFF Library,2018-05-11T00:00:00Z,3628
MOFF Library,2018-05-12T00:00:00Z,32
MOFF Library,2018-05-13T00:00:00Z,31
MOFF Library,2018-05-14T00:00:00Z,648
MOFF Library,2018-05-15T00:00:00Z,535
MOFF Library,2018-05-16T00:00:00Z,510
MOFF Library,2018-05-17T00:00:00Z,494
MOFF Library,2018-05-18T00:00:00Z,646
MOFF Library,2018-05-19T00:00:00Z,221
MOFF Library,2018-05-20T00:00:00Z,27
MOFF Library,2018-05-21T00:00:00Z,818
MOFF Library,2018-05-22T00:00:00Z,788
MOFF Library,2018-05-23T00:00:00Z,775
MOFF Library,2018-05-24T00:00:00Z,744
MOFF Library,2018-05-25T00:00:00Z,556
MOFF Library,2018-05-26T00:00:00Z,28
MOFF Library,2018-05-27T00:00:00Z,20
MOFF Library,2018-05-28T00:00:00Z,20
MOFF Library,2018-05-29T00:00:00Z,813
MOFF Library,2018-05-30T00:00:00Z,836
MOFF Library,2018-05-31T00:00:00Z,813
MOFF Library,2018-06-01T00:00:00Z,660
MOFF Library,2018-06-02T00:00:00Z,24
MOFF Library,2018-06-03T00:00:00Z,27
MOFF Library,2018-06-04T00:00:00Z,913
MOFF Library,2018-06-05T00:00:00Z,889
MOFF Library,2018-06-06T00:00:00Z,924
MOFF Library,2018-06-07T00:00:00Z,916
MOFF Library,2018-06-08T00:00:00Z,635
MOFF Library,2018-06-09T00:00:00Z,20
MOFF Library,2018-06-10T00:00:00Z,27
MOFF Library,2018-06-11T00:00:00Z,837
MOFF Library,2018-06-12T00:00:00Z,853
MOFF Library,2018-06-13T00:00:00Z,839
MOFF Library,2018-06-14T00:00:00Z,845
MOFF Library,2018-06-15T00:00:00Z,588
MOFF Library,2018-06-16T00:00:00Z,13
MOFF Library,2018-06-17T00:00:00Z,16
MOFF Library,2018-06-18T00:00:00Z,1516
MOFF Library,2018-06-19T00:00:00Z,1715
MOFF Library,2018-06-20T00:00:00Z,1776
MOFF Library,2018-06-21T00:00:00Z,1533
MOFF Library,2018-06-22T00:00:00Z,1045
MOFF Library,2018-06-23T00:00:00Z,18
MOFF Library,2018-06-24T00:00:00Z,17
MOFF Library,2018-06-25T00:00:00Z,1624
MOFF Library,2018-06-26T00:00:00Z,1595
MOFF Library,2018-06-27T00:00:00Z,1771
MOFF Library,2018-06-28T00:00:00Z,1626
MOFF Library,2018-06-29T00:00:00Z,985
MOFF Library,2018-06-30T00:00:00Z,24
MOFF Library,2018-07-01T00:00:00Z,26
