Date-Time,Region,Facility,Entrance,Entries,Exits
1/1/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
1/1/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
1/1/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
1/1/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/1/18 12:00 AM,UC Berkeley,DOE Library,Doe North,4,3
1/1/18 12:00 AM,UC Berkeley,DOE Library,Doe South,25,18
1/1/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,5,1
1/1/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,9,0
1/1/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/1/18 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
1/1/18 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
1/1/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
1/1/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
1/1/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,0
1/1/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,2,6
1/1/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,11,6
1/1/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2,5
1/1/18 12:00 AM,UC Berkeley,MORR Library,Morrison,3,2
1/1/18 12:00 AM,UC Berkeley,NEWS Library,News,0,0
1/1/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
1/1/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,0,0
1/1/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,0,0
1/1/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
1/2/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,187,173
1/2/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
1/2/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
1/2/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/2/18 12:00 AM,UC Berkeley,DOE Library,Doe North,628,562
1/2/18 12:00 AM,UC Berkeley,DOE Library,Doe South,557,616
1/2/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,84,70
1/2/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,190,195
1/2/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/2/18 12:00 AM,UC Berkeley,EART Library,Earth North,30,29
1/2/18 12:00 AM,UC Berkeley,EART Library,Earth South,18,20
1/2/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,92,94
1/2/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,52,52
1/2/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,0
1/2/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,206,20
1/2/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,18,192
1/2/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,83,79
1/2/18 12:00 AM,UC Berkeley,MORR Library,Morrison,79,70
1/2/18 12:00 AM,UC Berkeley,NEWS Library,News,45,45
1/2/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,6,4
1/2/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,41,45
1/2/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,31,30
1/2/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,38,31
1/3/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,210,182
1/3/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,53,40
1/3/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,44,42
1/3/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/3/18 12:00 AM,UC Berkeley,DOE Library,Doe North,484,415
1/3/18 12:00 AM,UC Berkeley,DOE Library,Doe South,616,636
1/3/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,99,93
1/3/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,162,185
1/3/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/3/18 12:00 AM,UC Berkeley,EART Library,Earth North,38,36
1/3/18 12:00 AM,UC Berkeley,EART Library,Earth South,25,27
1/3/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,109,108
1/3/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,53,52
1/3/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,0
1/3/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,242,23
1/3/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,26,214
1/3/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,68,88
1/3/18 12:00 AM,UC Berkeley,MORR Library,Morrison,174,203
1/3/18 12:00 AM,UC Berkeley,NEWS Library,News,55,55
1/3/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,12,12
1/3/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,44,49
1/3/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,24,27
1/3/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,30,24
1/4/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,242,219
1/4/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,91,62
1/4/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,32,51
1/4/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/4/18 12:00 AM,UC Berkeley,DOE Library,Doe North,524,506
1/4/18 12:00 AM,UC Berkeley,DOE Library,Doe South,589,577
1/4/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,98,94
1/4/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,145,206
1/4/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/4/18 12:00 AM,UC Berkeley,EART Library,Earth North,40,35
1/4/18 12:00 AM,UC Berkeley,EART Library,Earth South,26,32
1/4/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,63,61
1/4/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,61,61
1/4/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,0
1/4/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,236,20
1/4/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,13,209
1/4/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,89,98
1/4/18 12:00 AM,UC Berkeley,MORR Library,Morrison,186,172
1/4/18 12:00 AM,UC Berkeley,NEWS Library,News,64,62
1/4/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,27,26
1/4/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,49,51
1/4/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,34,36
1/4/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,26,23
1/5/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,231,183
1/5/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,49,90
1/5/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,62,49
1/5/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/5/18 12:00 AM,UC Berkeley,DOE Library,Doe North,470,389
1/5/18 12:00 AM,UC Berkeley,DOE Library,Doe South,507,505
1/5/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,112,90
1/5/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,180,211
1/5/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/5/18 12:00 AM,UC Berkeley,EART Library,Earth North,45,38
1/5/18 12:00 AM,UC Berkeley,EART Library,Earth South,37,43
1/5/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,92,86
1/5/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,57,57
1/5/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,73
1/5/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,240,31
1/5/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,13,203
1/5/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,53,65
1/5/18 12:00 AM,UC Berkeley,MORR Library,Morrison,131,126
1/5/18 12:00 AM,UC Berkeley,NEWS Library,News,72,71
1/5/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,11,11
1/5/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,36,38
1/5/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,31,35
1/5/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,25,22
1/6/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,1,1
1/6/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,86,96
1/6/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
1/6/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/6/18 12:00 AM,UC Berkeley,DOE Library,Doe North,1,1
1/6/18 12:00 AM,UC Berkeley,DOE Library,Doe South,46,38
1/6/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,8,4
1/6/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,7,2
1/6/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/6/18 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
1/6/18 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
1/6/18 12:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
1/6/18 12:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
1/6/18 12:00 AM,UC Berkeley,MATH Library,Sensor 24,0,31
1/6/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Entry,8,4
1/6/18 12:00 AM,UC Berkeley,MOFF Library,Moffit Exit,11,12
1/6/18 12:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,2,4
1/6/18 12:00 AM,UC Berkeley,MORR Library,Morrison,1,1
1/6/18 12:00 AM,UC Berkeley,NEWS Library,News,0,0
1/6/18 12:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
1/6/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Back,0,0
1/6/18 12:00 AM,UC Berkeley,PUBL Library,PUBL_Front,0,0
1/6/18 12:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
1/7/18 12:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
1/7/18 12:00 AM,UC Berkeley,BIOS Library,VLSB1,108,128
1/7/18 12:00 AM,UC Berkeley,BIOS Library,VLSB2,15,21
1/7/18 12:00 AM,UC Berkeley,CHEM Library,Sensor 25,0,0
1/7/18 12:00 AM,UC Berkeley,DOE Library,Doe North,5,5
1/7/18 12:00 AM,UC Berkeley,DOE Library,Doe South,48,42
1/7/18 12:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,8,5
1/7/18 12:00 AM,UC Berkeley,DOE STACKS,Stacks East,12,0
1/7/18 12:00 AM,UC Berkeley,EAL Library,EAL,0,0
1/7/18 12:00 AM,UC Berkeley,EART Library,Earth North,0,0
1/7/18 12:00 AM,UC Berkeley,EART Library,Earth South,0,0
